financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line,station_alloc_ridership,period_year,upgrade_year,train_upgrade_year,signalling_upgrade_year,post_upgrade,post_train_upgrade,post_signalling_upgrade
12_12/13,2012/2013,12.0,28.0,2013-03-02,Central,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.5747927084783068,898772.1739660857,33028633.02098585,2013.0,,,,0,0,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,Waterloo & City,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.2821585122191927,24355.91357561468,6934221.081991216,2013.0,,,,0,0,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,Circle & Hammersmith & City,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.6613942750411178,268981.53797183506,,2013.0,2023.0,2017.0,2023.0,0,0,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,District,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.5578107436011142,681801.2134233387,42197152.27972996,2013.0,2023.0,2017.0,2023.0,0,0,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,Jubilee,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.3498956003975976,745529.3537298426,13404970.9568082,2013.0,2011.0,2011.0,2011.0,1,1,1
12_12/13,2012/2013,12.0,28.0,2013-03-02,Metropolitan,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.815550124953649,542433.6769589133,25441004.517325528,2013.0,,2012.0,,0,1,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,Northern,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.3166444505135146,1004648.7016562304,31478060.083455347,2013.0,2014.0,2014.0,2014.0,0,0,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,Piccadilly,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.5725442848420151,814766.2665072151,21139362.515048,2013.0,,,,0,0,0
12_12/13,2012/2013,12.0,28.0,2013-03-02,Victoria,1709469.3000000007,4.980835556446428,5758092.316862043,0.976434575792084,,0.3885888456156695,521900.8271212563,9422086.810476655,2013.0,2016.0,2009.0,2016.0,0,1,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Bakerloo,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.4953742588602216,255276.3335589064,9590422.227428012,2013.0,,,,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Central,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.6170415062462528,900089.753943771,32994477.24743777,2013.0,,,,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Waterloo & City,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.3028979157387889,24391.61880213928,6927050.222547584,2013.0,,,,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Circle & Hammersmith & City,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.710008519026685,269375.858912185,,2013.0,2023.0,2017.0,2023.0,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,District,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.5988113216383363,682800.7188081172,42153515.100536846,2013.0,2023.0,2017.0,2023.0,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Jubilee,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.3756138606382807,746622.2831481139,13391108.525622254,2013.0,2011.0,2011.0,2011.0,1,1,1
13_12/13,2012/2013,13.0,29.0,2013-03-31,Metropolitan,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.8754952352352458,543228.8726410733,25414695.308931187,2013.0,,2012.0,,0,1,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Northern,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.339918662515097,1006121.4942640264,31445507.797950223,2013.0,2014.0,2014.0,2014.0,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Piccadilly,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.6146278174733212,815960.695696657,21117501.74719376,2013.0,,,,0,0,0
13_12/13,2012/2013,13.0,29.0,2013-03-31,Victoria,1815753.66,5.346940259995641,5766533.551878124,0.9746906736582523,,0.4171511626234114,522665.9221031336,9412343.183992192,2013.0,2016.0,2009.0,2016.0,0,1,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Bakerloo,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.4685811090939199,250109.62273782224,8988177.313879004,2013.0,,,,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Central,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.5836677788206113,881872.2270511925,32252798.13380783,2013.0,,,,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Waterloo & City,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.2865151726407468,23897.94028893041,6511322.945907474,2013.0,,,,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Circle & Hammersmith & City,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.6716065143900255,263923.7782364053,,2013.0,2023.0,2017.0,2023.0,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,District,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.5664236044014176,668981.052044156,40647739.28161328,2013.0,2023.0,2017.0,2023.0,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Jubilee,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.3552981533878966,731510.8884652467,12944899.28896797,2013.0,2011.0,2011.0,2011.0,1,1,1
01_13/14,2013/2014,1.0,27.0,2013-04-27,Metropolitan,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.8281426032851865,532234.095117162,24718597.074021354,2013.0,,2012.0,,0,1,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Northern,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.3215335900769713,985757.919077611,29570360.760616843,2013.0,2014.0,2014.0,2014.0,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Piccadilly,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.5813846384636009,799445.913862945,20127338.292052194,2013.0,,,,0,0,0
01_13/14,2013/2014,1.0,27.0,2013-04-27,Victoria,1674459.3399999994,5.057742005110227,5649820.768960634,0.9742567986425128,,0.3945888405498503,512087.3320791625,9474375.216844603,2013.0,2016.0,2009.0,2016.0,0,1,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Bakerloo,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.4382562315720453,258000.3700409952,9485893.972953737,2013.0,,,,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Central,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.545894907565889,909694.5508033726,34038783.69822064,2013.0,,,,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Waterloo & City,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.2679729451589558,24651.900115913708,6871884.802846975,2013.0,,,,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Circle & Hammersmith & City,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.628142565680799,272250.3504752718,,2013.0,2023.0,2017.0,2023.0,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,District,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.5297667138532993,690086.8390766873,42898591.29395018,2013.0,2023.0,2017.0,2023.0,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Jubilee,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.332304539739941,754589.4390112585,13661717.816370104,2013.0,2011.0,2011.0,2011.0,1,1,1
02_13/14,2013/2014,2.0,28.0,2013-05-25,Metropolitan,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.774548204091778,549025.6311833485,26087379.322419927,2013.0,,2012.0,,0,1,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Northern,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.3007250970561858,1016857.748649929,31207807.44768683,2013.0,2014.0,2014.0,2014.0,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Piccadilly,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.5437595238092792,824667.7570683114,21241881.45480427,2013.0,,,,0,0,0
02_13/14,2013/2014,2.0,28.0,2013-05-25,Victoria,1332503.12,4.730423204019878,5828067.841216703,0.983355728951414,,0.3690524754917056,528243.2547916141,9999014.88683274,2013.0,2016.0,2009.0,2016.0,0,1,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Bakerloo,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.4378900541773102,259457.1847398922,9359025.02064057,2013.0,,,,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Central,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.5454387945419289,914831.196122549,33583532.475919336,2013.0,,,,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Waterloo & City,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.2677490450113964,24791.098561400035,6779976.878529063,2013.0,,,,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Circle & Hammersmith & City,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.6276177320523114,273787.62855083897,,2013.0,2023.0,2017.0,2023.0,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,District,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.5293240764619258,693983.4561649595,42324844.702570185,2013.0,2023.0,2017.0,2023.0,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Jubilee,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.3320268884440674,758850.2739325782,13478999.368208775,2013.0,2011.0,2011.0,2011.0,1,1,1
03_13/14,2013/2014,3.0,28.0,2013-06-22,Metropolitan,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.773901043770854,552125.7376268082,25738474.04341637,2013.0,,2012.0,,0,1,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Northern,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.3004738314160453,1022599.4974493014,30790419.07647292,2013.0,2014.0,2014.0,2014.0,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Piccadilly,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.5433051949681884,829324.2934523973,20957782.217240017,2013.0,,,,0,0,0
03_13/14,2013/2014,3.0,28.0,2013-06-22,Victoria,1534174.34,4.726470780939368,5860976.378890134,0.982355810626058,,0.3687441200953399,531226.012289409,9865283.20624753,2013.0,2016.0,2009.0,2016.0,0,1,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Bakerloo,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.5144088755985421,258065.98017406685,9837223.379359432,2013.0,,,,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Central,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.6407511527871472,909925.8883806143,35299479.39074733,2013.0,,,,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Waterloo & City,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.314536683062286,24658.169155166703,7126399.05480427,2013.0,,,,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Circle & Hammersmith & City,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.7372903969177784,272319.5844136598,,2013.0,2023.0,2017.0,2023.0,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,District,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.6218204784568157,690262.329868951,44487428.00854093,2013.0,2023.0,2017.0,2023.0,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Jubilee,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.3900467177174936,754781.3329744344,14167707.365124555,2013.0,2011.0,2011.0,2011.0,1,1,1
04_13/14,2013/2014,4.0,28.0,2013-07-20,Metropolitan,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.9091358937088442,549165.2497610891,27053578.556583628,2013.0,,2012.0,,0,1,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Northern,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.3529799416337664,1017116.3380937862,32363652.16797153,2013.0,2014.0,2014.0,2014.0,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Piccadilly,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.6382447187011586,824877.4721213268,22028617.804982208,2013.0,,,,0,0,0
04_13/14,2013/2014,4.0,28.0,2013-07-20,Victoria,1838159.4,5.552394937446757,5829549.933302664,0.9768330329281554,,0.4331800788629246,528377.5883595683,10369348.771530248,2013.0,2016.0,2009.0,2016.0,0,1,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Bakerloo,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.4448463925509983,259087.9562852769,9183360.317437723,2013.0,,,,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Central,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.554103656373739,913529.3177062052,32953184.62965599,2013.0,,,,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Waterloo & City,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.2720025167186504,24755.818832996218,6652719.752550416,2013.0,,,,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Circle & Hammersmith & City,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.6375880916707437,273398.0067213878,,2013.0,2023.0,2017.0,2023.0,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,District,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.5377329392576954,692995.8618560747,41530426.34527481,2013.0,2023.0,2017.0,2023.0,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Jubilee,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.3373014804635621,757770.3689216245,13226004.593831554,2013.0,2011.0,2011.0,2011.0,1,1,1
05_13/14,2013/2014,5.0,28.0,2013-08-17,Metropolitan,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.7861952657493249,551340.0182679027,25255374.42633452,2013.0,,2012.0,,0,1,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Northern,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.3052471703485669,1021144.256067136,30212496.71633057,2013.0,2014.0,2014.0,2014.0,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Piccadilly,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.5519361623544697,828144.0982400221,20564414.04215105,2013.0,,,,0,0,0
05_13/14,2013/2014,5.0,28.0,2013-08-17,Victoria,1749066.1300000006,4.801555678967792,5852635.737820264,0.9789340024039296,,0.3746020034800409,530470.0349216374,9680116.263898777,2013.0,2016.0,2009.0,2016.0,0,1,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Bakerloo,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.3802175821372141,259200.4343070075,8880826.661921708,2013.0,,,,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Central,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.4736015757521511,913925.90877868,31867585.561091337,2013.0,,,,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Waterloo & City,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.2324850577048258,24766.56609260867,6433554.702253855,2013.0,,,,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Circle & Hammersmith & City,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.5449571058098189,273516.6971745529,,2013.0,2023.0,2017.0,2023.0,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,District,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.4596092525953419,693296.7125969839,40162261.39659944,2013.0,2023.0,2017.0,2023.0,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Jubilee,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.2882971639214893,758099.3402611049,12790291.371293,2013.0,2011.0,2011.0,2011.0,1,1,1
06_13/14,2013/2014,6.0,28.0,2013-09-14,Metropolitan,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.6719741196882096,551579.3718659813,24423369.530249108,2013.0,,2012.0,,0,1,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Northern,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.2608998139753443,1021587.5660822784,29217185.98497429,2013.0,2014.0,2014.0,2014.0,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Piccadilly,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.4717489827018232,828503.6209720451,19886946.629497822,2013.0,,,,0,0,0
06_13/14,2013/2014,6.0,28.0,2013-09-14,Victoria,1401638.12,4.103969193242469,5855176.546351615,0.9840493009672624,,0.3201785389562507,530700.3282203721,9361217.640964808,2013.0,2016.0,2009.0,2016.0,0,1,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Bakerloo,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.4980238527843589,261862.7818614301,9895778.280427046,2013.0,,,,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Central,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.6203418582460767,923313.194007062,35509595.339501776,2013.0,,,,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Waterloo & City,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.3045180170315406,25020.95303777097,7168818.096797152,2013.0,,,,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Circle & Hammersmith & City,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.7138061209901525,276326.09258225467,,2013.0,2023.0,2017.0,2023.0,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,District,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.6020141663787313,700417.8303227574,44752234.12763938,2013.0,2023.0,2017.0,2023.0,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Jubilee,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.3776228955955245,765886.0707500011,14252038.956583628,2013.0,2011.0,2011.0,2011.0,1,1,1
07_13/14,2013/2014,7.0,28.0,2013-10-12,Metropolitan,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.8801779711957854,557244.8561684419,27214611.762277577,2013.0,,2012.0,,0,1,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Northern,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.3417367756019035,1032080.685684718,32556292.954685643,2013.0,2014.0,2014.0,2014.0,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Piccadilly,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.617915259446043,837013.5009613379,22159740.530011863,2013.0,,,,0,0,0
07_13/14,2013/2014,7.0,28.0,2013-10-12,Victoria,1684079.5699999996,5.375539284212616,5915317.321194717,0.97994197299623,,0.4193823669424991,536151.355818942,10431071.0856465,2013.0,2016.0,2009.0,2016.0,0,1,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Bakerloo,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.5593764622144607,258616.0123616206,10120238.734519573,2013.0,,,,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Central,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.6967630809030457,911865.2704198906,36315039.80972717,2013.0,,,,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Waterloo & City,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.3420322341898396,24710.72465555594,7331424.424436537,2013.0,,,,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Circle & Hammersmith & City,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.8017414034170511,272899.99620070646,,2013.0,2023.0,2017.0,2023.0,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,District,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.6761775619966823,691733.529207305,45767324.25085014,2013.0,2023.0,2017.0,2023.0,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Jubilee,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.4241430570211419,756390.0457052664,14575310.05717675,2013.0,2011.0,2011.0,2011.0,1,1,1
08_13/14,2013/2014,8.0,28.0,2013-11-09,Metropolitan,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.9886089529526704,550335.7200549685,27831905.71743773,2013.0,,2012.0,,0,1,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Northern,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.3838360501731644,1019284.181852429,33294749.303756427,2013.0,2014.0,2014.0,2014.0,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Piccadilly,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.6940375442758585,826635.5851440069,22662377.642625544,2013.0,,,,0,0,0
08_13/14,2013/2014,8.0,28.0,2013-11-09,Victoria,1932918.5900000003,6.037763312914446,5841974.818210414,0.9718253582923698,,0.4710469657705311,529503.7526086636,10667673.289758798,2013.0,2016.0,2009.0,2016.0,0,1,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Bakerloo,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.547253163747131,265583.0797717101,10373976.639145909,2013.0,,,,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Central,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.6816622188514615,936430.7516904452,37225542.25432978,2013.0,,,,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Waterloo & City,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.3346194109113705,25376.42699492497,7515240.273072361,2013.0,,,,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Circle & Hammersmith & City,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.7843653588678006,280251.87148631294,,2013.0,2023.0,2017.0,2023.0,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,District,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.6615228474086841,710368.7021952312,46914817.43361013,2013.0,2023.0,2017.0,2023.0,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Jubilee,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.4149506558021906,776767.0532564484,14940746.953499408,2013.0,2011.0,2011.0,2011.0,1,1,1
09_13/14,2013/2014,9.0,28.0,2013-12-07,Metropolitan,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.9671829505844756,565161.6622879722,28529716.27544484,2013.0,,2012.0,,0,1,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Northern,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.3755172178427005,1046743.508675062,34129526.046184264,2013.0,2014.0,2014.0,2014.0,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Piccadilly,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.6789957524502259,848904.9944999289,23230576.117754053,2013.0,,,,0,0,0
09_13/14,2013/2014,9.0,28.0,2013-12-07,Victoria,1731746.68,5.906907598271431,5999356.536360198,0.9758206110958808,,0.4608380218053903,543768.4855021611,10935136.650929222,2013.0,2016.0,2009.0,2016.0,0,1,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Bakerloo,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.4040693460043192,243092.782765131,8187926.999288257,2014.0,,,,0,0,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Central,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.5033114931327013,857131.2505711889,29381213.50083037,2014.0,,,,0,0,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Waterloo & City,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.2470692825264035,23227.482188003465,5931596.0386714125,2014.0,,,,0,0,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Circle & Hammersmith & City,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.5791432897637897,256519.38132995693,,2014.0,2023.0,2017.0,2023.0,0,0,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,District,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.4884414052338923,650212.7498270234,37028722.32060103,2014.0,2023.0,2017.0,2023.0,0,0,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Jubilee,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.3063825871119663,710988.308060484,11792367.539027285,2014.0,2011.0,2011.0,2011.0,1,1,1
10_13/14,2013/2014,10.0,28.0,2014-01-04,Metropolitan,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.7141283197583811,517302.23670817126,22517809.929537367,2014.0,,2012.0,,0,1,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Northern,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.2772665498872722,958102.42348226,26937603.3421906,2014.0,2014.0,2014.0,2014.0,1,1,1
10_13/14,2013/2014,10.0,28.0,2014-01-04,Piccadilly,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.5013426834368151,777017.4123803035,18335327.7166469,2014.0,,,,0,0,0
10_13/14,2013/2014,10.0,28.0,2014-01-04,Victoria,1420964.1999999995,4.361418897606134,5491314.719588272,0.9772526361438068,,0.3402639407505928,497720.6922757493,8630836.9239225,2014.0,2016.0,2009.0,2016.0,0,1,0
11_13/14,2013/2014,11.0,28.0,2014-02-01,Bakerloo,1522309.9600000004,5.262135097815479,5982702.698265744,0.98146318827781,,0.4875173739279495,264845.83777178265,9446857.372241993,2014.0,,,,0,0,0
11_13/14,2013/2014,11.0,28.0,2014-02-01,Central,1522309.9600000004,5.262135097815479,5982702.698265744,0.98146318827781,,0.6072549175684979,933831.2785584847,33898706.39905101,2014.0,,,,0,0,0
11_13/14,2013/2014,11.0,28.0,2014-02-01,Waterloo & City,1522309.9600000004,5.262135097815479,5982702.698265744,0.98146318827781,,0.2980938024292675,25305.983622535303,6843605.441518387,2014.0,,,,0,0,0
11_13/14,2013/2014,11.0,28.0,2014-02-01,Circle & Hammersmith & City,1522309.9600000004,5.262135097815479,5982702.698265744,0.98146318827781,,0.6987474267612922,279473.909839074,,2014.0,2023.0,2017.0,2023.0,0,0,0
11_13/14,2013/2014,11.0,28.0,2014-02-01,District,1522309.9600000004,5.262135097815479,5982702.698265744,0.98146318827781,,0.5893138728587425,708396.763157765,42722053.88121788,2014.0,2023.0,2017.0,2023.0,0,0,0
11_13/14,2013/2014,11.0,28.0,2014-02-01,Jubilee,1522309.9600000004,5.262135097815479,5982702.698265744,0.98146318827781,,0.3696564358645519,774610.7965539776,13605496.75539739,2014.0,2011.0,2011.0,2011.0,1,1,1
