Station,year,annual_entry_exit
West Finchley                      ,2012,1365343
West Ham                           ,2012,3271149
West Hampstead                     ,2012,9713151
West Harrow                        ,2012,1103804
West Kensington                    ,2012,4948504
West Ruislip                       ,2012,1611784
Westbourne Park                    ,2012,3366135
Westminster                        ,2012,22085605
White City                         ,2012,7525342
Whitechapel                        ,2012,13038867
Willesden Green                    ,2012,8226925
Willesden Junction                 ,2012,3986948
Wimbledon                          ,2012,11953067
Wimbledon Park                     ,2012,2108810
Wood Green                         ,2012,11533740
Wood Lane                          ,2012,3651658
Woodford                           ,2012,4859871
Woodside Park                      ,2012,2660242
Acton Town                         ,2011,5462387
Aldgate                            ,2011,6235513
Aldgate East                       ,2011,9157483
Alperton                           ,2011,2945259
Amersham                           ,2011,2099560
Angel                              ,2011,17775047
Archway                            ,2011,8081810
Arnos Grove                        ,2011,4159371
Arsenal                            ,2011,3067815
Baker Street                       ,2011,27017574
Balham                             ,2011,11459978
Bank & Monument                    ,2011,47804941
Barbican                           ,2011,9228704
Barking                            ,2011,13955938
Barkingside                        ,2011,1156751
Barons Court                       ,2011,6535580
Bayswater                          ,2011,5100938
Becontree                          ,2011,2759530
Belsize Park                       ,2011,5747717
Bermondsey                         ,2011,7379858
Bethnal Green                      ,2011,15086509
Blackfriars                        ,2011,0
Blackhorse Road                    ,2011,6468586
Bond Street                        ,2011,36022087
Borough                            ,2011,4573373
Boston Manor                       ,2011,1887897
Bounds Green                       ,2011,5592642
Bow Road                           ,2011,5081976
Brent Cross                        ,2011,2209328
Brixton                            ,2011,22509606
Bromley-by-Bow                     ,2011,2750832
Buckhurst Hill                     ,2011,1849690
Burnt Oak                          ,2011,3787725
Caledonian Road                    ,2011,5273722
Camden Town                        ,2011,20985400
Canada Water                       ,2011,9906521
Canary Wharf                       ,2011,46590009
Canning Town                       ,2011,8710542
Cannon Street                      ,2011,4047494
Canons Park                        ,2011,1815525
Chalfont & Latimer                 ,2011,1188207
Chalk Farm                         ,2011,4937923
Chancery Lane                      ,2011,16035269
Charing Cross                      ,2011,19513237
Chesham                            ,2011,617120
Chigwell                           ,2011,459125
Chiswick Park                      ,2011,1969078
Chorleywood                        ,2011,906215
Clapham Common                     ,2011,9055568
Clapham North                      ,2011,5826772
Clapham South                      ,2011,7817425
Cockfosters                        ,2011,1721307
Colindale                          ,2011,4126576
Colliers Wood                      ,2011,5574812
Covent Garden                      ,2011,20279268
Croxley                            ,2011,818349
Dagenham East                      ,2011,2222392
Dagenham Heathway                  ,2011,4710937
Debden                             ,2011,2121108
Dollis Hill                        ,2011,3076494
Ealing Broadway                    ,2011,16091415
Ealing Common                      ,2011,3248444
Earl's Court                       ,2011,20965776
East Acton                         ,2011,3408355
East Finchley                      ,2011,6291627
East Ham                           ,2011,13365416
East Putney                        ,2011,4930995
Eastcote                           ,2011,2432119
Edgware                            ,2011,4372808
Edgware Road (Bak)                 ,2011,4062214
Edgware Road (Cir)                 ,2011,5937083
Elephant & Castle                  ,2011,17717370
Elm Park                           ,2011,2443469
Embankment                         ,2011,19789934
Epping                             ,2011,3095119
Euston                             ,2011,35324569
Euston Square                      ,2011,10885783
Fairlop                            ,2011,922346
Farringdon                         ,2011,19024321
Finchley Central                   ,2011,5494164
Finchley Road                      ,2011,8976869
Finsbury Park                      ,2011,24288678
Fulham Broadway                    ,2011,9562872
Gants Hill                         ,2011,5477918
Gloucester Road                    ,2011,14162419
Golders Green                      ,2011,7810571
Goldhawk Road                      ,2011,1604110
Goodge Street                      ,2011,10616578
Grange Hill                        ,2011,488191
Great Portland Street              ,2011,7166285
Green Park                         ,2011,31724096
Greenford                          ,2011,3947974
Gunnersbury                        ,2011,4393537
Hainault                           ,2011,2949499
Hammersmith (Dis)                  ,2011,28941207
Hammersmith (H&C)                  ,2011,8889270
Hampstead                          ,2011,4313065
Hanger Lane                        ,2011,3362341
Harlesden                          ,2011,2280123
Harrow & Wealdstone                ,2011,4468738
Harrow-on-the-Hill                 ,2011,8749578
Hatton Cross                       ,2011,2929341
Heathrow Terminals 123             ,2011,7720762
Heathrow Terminal 4                ,2011,2459358
Heathrow Terminal 5                ,2011,3211111
Hendon Central                     ,2011,7014001
High Barnet                        ,2011,3141483
High Street Kensington             ,2011,11994054
Highbury & Islington               ,2011,16258236
Highgate                           ,2011,4980182
Hillingdon                         ,2011,1400024
Holborn                            ,2011,31981518
Holland Park                       ,2011,3369348
Holloway Road                      ,2011,8049972
Hornchurch                         ,2011,1977139
Hounslow Central                   ,2011,3904224
Hounslow East                      ,2011,4269133
Hounslow West                      ,2011,3179685
Hyde Park Corner                   ,2011,6069371
Ickenham                           ,2011,982403
Kennington                         ,2011,4515496
Kensal Green                       ,2011,2319179
Kensington (Olympia)               ,2011,1737833
Kentish Town                       ,2011,7214610
Kenton                             ,2011,1942100
Kew Gardens                        ,2011,3131336
Kilburn                            ,2011,7521454
Kilburn Park                       ,2011,3455765
King's Cross St. Pancras           ,2011,77110350
Kingsbury                          ,2011,3442077
Knightsbridge                      ,2011,20699238
Ladbroke Grove                     ,2011,5089394
Lambeth North                      ,2011,3497701
Lancaster Gate                     ,2011,6677557
Latimer Road                       ,2011,1702701
Leicester Square                   ,2011,38779688
Leyton                             ,2011,13289406
Leytonstone                        ,2011,10452827
Liverpool Street                   ,2011,63645304
London Bridge                      ,2011,65444278
Loughton                           ,2011,2999623
Maida Vale                         ,2011,2993997
Manor House                        ,2011,9214029
Mansion House                      ,2011,7416215
Marble Arch                        ,2011,16873081
Marylebone                         ,2011,11401050
Mile End                           ,2011,14014809
Mill Hill East                     ,2011,1090284
Moor Park                          ,2011,824464
Moorgate                           ,2011,21227293
Morden                             ,2011,7195083
Mornington Crescent                ,2011,4302147
Neasden                            ,2011,2701449
Newbury Park                       ,2011,3918391
North Acton                        ,2011,4641664
North Ealing                       ,2011,936906
North Greenwich                    ,2011,15700824
North Harrow                       ,2011,1423481
North Wembley                      ,2011,1572627
Northfields                        ,2011,3789290
Northolt                           ,2011,4279014
Northwick Park                     ,2011,3577980
Northwood                          ,2011,1971642
Northwood Hills                    ,2011,1294249
Notting Hill Gate                  ,2011,17355461
Oakwood                            ,2011,2740918
Old Street                         ,2011,21039484
Osterley                           ,2011,2145820
Oval                               ,2011,5846190
Oxford Circus                      ,2011,77092776
Paddington                         ,2011,46478735
Park Royal                         ,2011,1583000
Parsons Green                      ,2011,5944855
Perivale                           ,2011,2080788
Piccadilly Circus                  ,2011,40583552
Pimlico                            ,2011,8788540
Pinner                             ,2011,2303547
Plaistow                           ,2011,6342063
Preston Road                       ,2011,2960512
Putney Bridge                      ,2011,5331762
Queen's Park                       ,2011,5529385
Queensbury                         ,2011,3175666
Queensway                          ,2011,8859128
Ravenscourt Park                   ,2011,2647871
Rayners Lane                       ,2011,3979751
Redbridge                          ,2011,2633085
Regent's Park                      ,2011,3777683
Richmond                           ,2011,7473874
Rickmansworth                      ,2011,2029002
Roding Valley                      ,2011,220319
Royal Oak                          ,2011,2045798
Ruislip                            ,2011,1573058
Ruislip Gardens                    ,2011,1002292
Ruislip Manor                      ,2011,1599750
Russell Square                     ,2011,14728330
Seven Sisters                      ,2011,12527651
Shepherd's Bush (Cen)              ,2011,21594508
Shepherd's Bush (H&C)              ,2011,2999644
Sloane Square                      ,2011,14940194
Snaresbrook                        ,2011,2597942
South Ealing                       ,2011,3324302
South Harrow                       ,2011,2279634
South Kensington                   ,2011,30608404
South Kenton                       ,2011,957880
South Ruislip                      ,2011,1756903
South Wimbledon                    ,2011,3750495
South Woodford                     ,2011,4394000
Southfields                        ,2011,5256987
Southgate                          ,2011,4912117
Southwark                          ,2011,11066974
St. James's Park                   ,2011,13496515
St. John's Wood                    ,2011,6741698
St. Paul's                         ,2011,17084479
Stamford Brook                     ,2011,2522560
Stanmore                           ,2011,3021276
Stepney Green                      ,2011,4377706
Stockwell                          ,2011,8331776
Stonebridge Park                   ,2011,2590700
Stratford                          ,2011,48571300
Sudbury Hill                       ,2011,2006325
Sudbury Town                       ,2011,2055910
Swiss Cottage                      ,2011,6906412
Temple                             ,2011,9991846
Theydon Bois                       ,2011,739823
Tooting Bec                        ,2011,6560405
Tooting Broadway                   ,2011,13039799
Tottenham Court Road               ,2011,23990548
Tottenham Hale                     ,2011,8858713
Totteridge & Whetstone             ,2011,1977578
Tower Hill                         ,2011,21580404
Tufnell Park                       ,2011,3545044
Turnham Green                      ,2011,5834401
Turnpike Lane                      ,2011,9800632
Upminster                          ,2011,4556074
Upminster Bridge                   ,2011,988524
Upney                              ,2011,2108190
Upton Park                         ,2011,11014585
Uxbridge                           ,2011,6910995
Vauxhall                           ,2011,20871679
Victoria                           ,2011,82245550
Walthamstow Central                ,2011,14316624
Wanstead                           ,2011,2571087
Warren Street                      ,2011,15691440
Warwick Avenue                     ,2011,4304437
Waterloo                           ,2011,84122881
Watford                            ,2011,1572122
Wembley Central                    ,2011,4562798
Wembley Park                       ,2011,9661884
West Acton                         ,2011,1617609
West Brompton                      ,2011,4245504
West Finchley                      ,2011,1374749
West Ham                           ,2011,3418641
West Hampstead                     ,2011,8234838
West Harrow                        ,2011,1075039
West Kensington                    ,2011,4636878
West Ruislip                       ,2011,1640785
Westbourne Park                    ,2011,3033426
Westminster                        ,2011,20776511
White City                         ,2011,7738266
Whitechapel                        ,2011,12622636
Willesden Green                    ,2011,7811402
Willesden Junction                 ,2011,3919012
Wimbledon                          ,2011,11748798
Wimbledon Park                     ,2011,1996939
Wood Green                         ,2011,11347719
Wood Lane                          ,2011,3437870
Woodford                           ,2011,4894656
Woodside Park                      ,2011,2685672
