financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line
06_17/18,2017/2018,6.0,28.0,2017-09-16,Circle & Hammersmith & City,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.5356546844898669,301562.631034151
06_17/18,2017/2018,6.0,28.0,2017-09-16,District,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.45176371968163365,764386.170562188
06_17/18,2017/2018,6.0,28.0,2017-09-16,Jubilee,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.2833759294691747,835833.5487229715
06_17/18,2017/2018,6.0,28.0,2017-09-16,Metropolitan,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.6605035171200415,608137.37633691
06_17/18,2017/2018,6.0,28.0,2017-09-16,Northern,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.2564462524637659,1126339.4061202074
06_17/18,2017/2018,6.0,28.0,2017-09-16,Piccadilly,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.4636962245166999,913456.9638437993
06_17/18,2017/2018,6.0,28.0,2017-09-16,Victoria,2434940.760000006,4.03391441257691,6455556.325178974,0.9645686521675425,,0.31471308922594277,585117.4313014207
07_17/18,2017/2018,7.0,28.0,2017-10-14,Bakerloo,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.47041672981285687,286288.75675924704
07_17/18,2017/2018,7.0,28.0,2017-10-14,Central,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.5859542403253244,1009437.7846775071
07_17/18,2017/2018,7.0,28.0,2017-10-14,Waterloo & City,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.2876375678397469,27354.851602796756
07_17/18,2017/2018,7.0,28.0,2017-10-14,Circle & Hammersmith & City,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.6742374673005498,302101.17277138075
07_17/18,2017/2018,7.0,28.0,2017-10-14,District,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.5686425135374361,765751.239751289
07_17/18,2017/2018,7.0,28.0,2017-10-14,Jubilee,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.35668999919452765,837326.2112913425
07_17/18,2017/2018,7.0,28.0,2017-10-14,Metropolitan,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.8313867710318635,609223.4106310254
07_17/18,2017/2018,7.0,28.0,2017-10-14,Northern,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.32279316650531,1128350.86482914
07_17/18,2017/2018,7.0,28.0,2017-10-14,Piccadilly,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.5836621559890066,915088.2491874311
07_17/18,2017/2018,7.0,28.0,2017-10-14,Victoria,2598105.71,5.077555215321732,6467084.897224602,0.9657326911880165,,0.3961346037851101,586162.3557234416
08_17/18,2017/2018,8.0,28.0,2017-11-11,Bakerloo,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.4695317675003006,289888.0756134787
08_17/18,2017/2018,8.0,28.0,2017-11-11,Central,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.5848519253209734,1022128.7771275494
08_17/18,2017/2018,8.0,28.0,2017-11-11,Waterloo & City,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.28709645526640204,27698.76602767043
08_17/18,2017/2018,8.0,28.0,2017-11-11,Circle & Hammersmith & City,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.672969071194587,305899.2906554021
08_17/18,2017/2018,8.0,28.0,2017-11-11,District,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.5675727658819943,775378.5227298025
08_17/18,2017/2018,8.0,28.0,2017-11-11,Jubilee,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.35601898307935154,847853.35896406
08_17/18,2017/2018,8.0,28.0,2017-11-11,Metropolitan,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.8298227408584178,616882.772923648
08_17/18,2017/2018,8.0,28.0,2017-11-11,Northern,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.32218591814655895,1142536.8726484533
08_17/18,2017/2018,8.0,28.0,2017-11-11,Piccadilly,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.5825641529236797,926593.0474403222
08_17/18,2017/2018,8.0,28.0,2017-11-11,Victoria,2278197.490000004,5.068003163447917,6548391.270782514,0.9673576502384061,,0.395389383275651,593531.7866521261
09_17/18,2017/2018,9.0,28.0,2017-12-09,Bakerloo,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.5264677707382552,287900.6632618254
09_17/18,2017/2018,9.0,28.0,2017-12-09,Central,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.6557717936209976,1015121.2748274129
09_17/18,2017/2018,9.0,28.0,2017-12-09,Waterloo & City,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.3219101267538008,27508.86904894011
09_17/18,2017/2018,9.0,28.0,2017-12-09,Circle & Hammersmith & City,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.7545741336604697,303802.1087436454
09_17/18,2017/2018,9.0,28.0,2017-12-09,District,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.6363973419230848,770062.6888514385
09_17/18,2017/2018,9.0,28.0,2017-12-09,Jubilee,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.3991902855905629,842040.652682748
09_17/18,2017/2018,9.0,28.0,2017-12-09,Metropolitan,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.930448073435969,612653.5529399144
09_17/18,2017/2018,9.0,28.0,2017-12-09,Northern,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.36125458133089633,1134703.8774894923
09_17/18,2017/2018,9.0,28.0,2017-12-09,Piccadilly,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.6532066031113716,920240.5182321379
09_17/18,2017/2018,9.0,28.0,2017-12-09,Victoria,2782575.5599999945,5.68255549940642,6503496.862250979,0.9638319298869213,,0.44333478924101183,589462.6561734234
10_17/18,2017/2018,10.0,28.0,2018-01-06,Bakerloo,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.38898369812455386,263275.5764315068
10_17/18,2017/2018,10.0,28.0,2018-01-06,Central,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.4845207087430394,928294.626869345
10_17/18,2017/2018,10.0,28.0,2018-01-06,Waterloo & City,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.2378451227752212,25155.94536596144
10_17/18,2017/2018,10.0,28.0,2018-01-06,Circle & Hammersmith & City,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.5575213780110182,277816.9191915026
10_17/18,2017/2018,10.0,28.0,2018-01-06,District,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.470205785229257,704196.7045118681
10_17/18,2017/2018,10.0,28.0,2018-01-06,Jubilee,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.29494400640455165,770018.1573121364
10_17/18,2017/2018,10.0,28.0,2018-01-06,Metropolitan,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.6874668358339652,560251.2876338135
10_17/18,2017/2018,10.0,28.0,2018-01-06,Northern,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.26691499617056913,1037648.9377984832
10_17/18,2017/2018,10.0,28.0,2018-01-06,Piccadilly,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.48262540318724223,841529.3321949067
10_17/18,2017/2018,10.0,28.0,2018-01-06,Victoria,2232045.4399999967,4.1985883577592995,5947231.471545746,0.9599545042081529,,0.32756042327988144,539043.9842362214
11_17/18,2017/2018,11.0,28.0,2018-02-03,Bakerloo,2450385.5500000003,4.487202796289611,6603902.697,0.9709180860895367,,0.4157227594626786,292345.4884123361
11_17/18,2017/2018,11.0,28.0,2018-02-03,Central,2450385.5500000003,4.487202796289611,6603902.697,0.9709180860895367,,0.5178270632590154,1030793.4741271691
11_17/18,2017/2018,11.0,28.0,2018-02-03,Waterloo & City,2450385.5500000003,4.487202796289611,6603902.697,0.9709180860895367,,0.2541947933591644,27933.571484931494
11_17/18,2017/2018,11.0,28.0,2018-02-03,Circle & Hammersmith & City,2450385.5500000003,4.487202796289611,6603902.697,0.9709180860895367,,0.5958458589489802,308492.4322685131
