financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line
09_15/16,2015/2016,9.0,28.0,2015-12-12,Northern,1697719.5300000005,4.998454108021501,6410215.367196053,0.9721268677727092,,0.31776450688138896,1118428.4988157174
09_15/16,2015/2016,9.0,28.0,2015-12-12,Piccadilly,1697719.5300000005,4.998454108021501,6410215.367196053,0.9721268677727092,,0.5745695275743208,907041.2481826553
09_15/16,2015/2016,9.0,28.0,2015-12-12,Victoria,1697719.5300000005,4.998454108021501,6410215.367196053,0.9721268677727092,,0.3899633886095888,581007.8265622851
10_15/16,2015/2016,10.0,28.0,2016-01-09,Bakerloo,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.33708476735774084,267282.2423960333
10_15/16,2015/2016,10.0,28.0,2016-01-09,Central,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.4198750517672288,942421.9019358108
10_15/16,2015/2016,10.0,28.0,2016-01-09,Waterloo & City,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.20611138272480198,25538.7817515823
10_15/16,2015/2016,10.0,28.0,2016-01-09,Circle & Hammersmith & City,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.4831358355373411,282044.88294561027
10_15/16,2015/2016,10.0,28.0,2016-01-09,District,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.4074700520573384,714913.5397251544
10_15/16,2015/2016,10.0,28.0,2016-01-09,Jubilee,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.2555920267656136,781736.6979560787
10_15/16,2015/2016,10.0,28.0,2016-01-09,Metropolitan,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.5957437279262335,568777.4859092868
10_15/16,2015/2016,10.0,28.0,2016-01-09,Northern,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.23130269937337825,1053440.4241891166
10_15/16,2015/2016,10.0,28.0,2016-01-09,Piccadilly,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.4182326214149338,854336.1674477515
10_15/16,2015/2016,10.0,28.0,2016-01-09,Victoria,808159.9200000002,3.638404865370567,6037739.5628893515,0.9847905734721681,,0.2838567004459568,547247.4386329263
11_15/16,2015/2016,11.0,28.0,2016-02-06,Bakerloo,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.4407197909412358,281836.3447958391
11_15/16,2015/2016,11.0,28.0,2016-02-06,Central,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.548963533673733,993738.8347093331
11_15/16,2015/2016,11.0,28.0,2016-02-06,Waterloo & City,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.2694792951254306,26929.424247869352
11_15/16,2015/2016,11.0,28.0,2016-02-06,Circle & Hammersmith & City,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.6316735286001839,297402.8433957078
11_15/16,2015/2016,11.0,28.0,2016-02-06,District,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.532744678928016,753842.1448239941
11_15/16,2015/2016,11.0,28.0,2016-02-06,Jubilee,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.3341725153745699,824303.9701016063
11_15/16,2015/2016,11.0,28.0,2016-02-06,Metropolitan,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.7789021535569923,599748.6634122137
11_15/16,2015/2016,11.0,28.0,2016-02-06,Northern,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.3024155559179937,1110802.5581951085
11_15/16,2015/2016,11.0,28.0,2016-02-06,Piccadilly,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.5468161463350142,900856.6394156144
11_15/16,2015/2016,11.0,28.0,2016-02-06,Victoria,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695323,,0.3711270214267611,577046.2579951708
12_15/16,2015/2016,12.0,28.0,2016-03-05,Bakerloo,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.45268333311633463,284709.32366597705
12_15/16,2015/2016,12.0,28.0,2016-03-05,Central,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.5638654022139926,1003868.7939118042
12_15/16,2015/2016,12.0,28.0,2016-03-05,Waterloo & City,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.2767944349916565,27203.93698647712
12_15/16,2015/2016,12.0,28.0,2016-03-05,Circle & Hammersmith & City,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.6488205981342349,300434.50379285694
12_15/16,2015/2016,12.0,28.0,2016-03-05,District,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.547206279169074,761526.6489466534
12_15/16,2015/2016,12.0,28.0,2016-03-05,Jubilee,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.34324378256886656,832706.7468633766
12_15/16,2015/2016,12.0,28.0,2016-03-05,Metropolitan,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.8000458120808204,605862.3718433422
12_15/16,2015/2016,12.0,28.0,2016-03-05,Northern,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.3106247657878388,1122125.8397289414
12_15/16,2015/2016,12.0,28.0,2016-03-05,Piccadilly,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.5616597230546633,910039.7775660164
12_15/16,2015/2016,12.0,28.0,2016-03-05,Victoria,1496334.0400000003,4.886145566864679,6431406.486310782,0.977704537801303,,0.38120143574719684,582928.543005336
13_15/16,2015/2016,13.0,26.0,2016-03-31,Bakerloo,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.4031793979678861,258794.10403703674
13_15/16,2015/2016,13.0,26.0,2016-03-31,Central,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.5022029678771802,912493.2114830904
13_15/16,2015/2016,13.0,26.0,2016-03-31,Waterloo & City,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.24652512141885696,24727.741290815557
13_15/16,2015/2016,13.0,26.0,2016-03-31,Circle & Hammersmith & City,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.5778677477345926,273087.9243073253
13_15/16,2015/2016,13.0,26.0,2016-03-31,District,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.48736563080606454,692209.8801572446
13_15/16,2015/2016,13.0,26.0,2016-03-31,Jubilee,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.305707790608609,756910.9213048769
13_15/16,2015/2016,13.0,26.0,2016-03-31,Metropolitan,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.712555478110741,550714.6997226655
13_15/16,2015/2016,13.0,26.0,2016-03-31,Northern,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.27665588039679784,1019986.0951872361
13_15/16,2015/2016,13.0,26.0,2016-03-31,Piccadilly,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.5002384944130331,827204.8341822722
13_15/16,2015/2016,13.0,26.0,2016-03-31,Victoria,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077375,,0.3395145217982906,529868.3866836386
01_16/17,2016/2017,1.0,30.0,2016-04-30,Bakerloo,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.37389157598355544,305289.759874958
01_16/17,2016/2017,1.0,30.0,2016-04-30,Central,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.465721859970072,1076434.2350756738
01_16/17,2016/2017,1.0,30.0,2016-04-30,Waterloo & City,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.2286170043196889,29170.39485506513
01_16/17,2016/2017,1.0,30.0,2016-04-30,Circle & Hammersmith & City,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.535890186848694,322151.6469502049
01_16/17,2016/2017,1.0,30.0,2016-04-30,District,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.45196233909951267,816574.1985607039
01_16/17,2016/2017,1.0,30.0,2016-04-30,Jubilee,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.2835005166365368,892899.6055444487
01_16/17,2016/2017,1.0,30.0,2016-04-30,Metropolitan,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.6607939096822638,649657.6074000548
01_16/17,2016/2017,1.0,30.0,2016-04-30,Northern,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.2565589999093056,1203239.5839703649
01_16/17,2016/2017,1.0,30.0,2016-04-30,Piccadilly,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.46390009009991034,975822.714874405
01_16/17,2016/2017,1.0,30.0,2016-04-30,Victoria,1839940.8899999987,4.0356879364290785,6896305.735907653,0.9826945173062493,,0.3148514538795387,625065.9888017736
02_16/17,2016/2017,2.0,28.0,2016-05-28,Bakerloo,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.38883757298219584,285303.6624723153
02_16/17,2016/2017,2.0,28.0,2016-05-28,Central,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.48433869428361126,1005964.3985552044
02_16/17,2016/2017,2.0,28.0,2016-05-28,Waterloo & City,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.23775577416603205,27260.725978239163
02_16/17,2016/2017,2.0,28.0,2016-05-28,Circle & Hammersmith & City,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.5573119402090685,301061.6693597161
02_16/17,2016/2017,2.0,28.0,2016-05-28,District,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.4700291482965643,763116.3574735883
02_16/17,2016/2017,2.0,28.0,2016-05-28,Jubilee,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.2948332080982697,834445.0458680878
02_16/17,2016/2017,2.0,28.0,2016-05-28,Metropolitan,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.6872085828795689,607127.1267668904
02_16/17,2016/2017,2.0,28.0,2016-05-28,Northern,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.2668147272081397,1124468.3093170756
02_16/17,2016/2017,2.0,28.0,2016-05-28,Piccadilly,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.48244410071599125,911939.5114705986
02_16/17,2016/2017,2.0,28.0,2016-05-28,Victoria,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986673,,0.32743737233015424,584145.4229092647
03_16/17,2016/2017,3.0,28.0,2016-06-25,Bakerloo,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.41135249671142343,283739.40000882046
03_16/17,2016/2017,3.0,28.0,2016-06-25,Central,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.5123834346035198,1000448.8985625439
03_16/17,2016/2017,3.0,28.0,2016-06-25,Waterloo & City,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.25152258450916926,27111.260913522314
03_16/17,2016/2017,3.0,28.0,2016-06-25,Circle & Hammersmith & City,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.5895820619747177,299411.00892130623
03_16/17,2016/2017,3.0,28.0,2016-06-25,District,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.4972453207030706,758932.3443314834
03_16/17,2016/2017,3.0,28.0,2016-06-25,Jubilee,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.31190498216131773,829869.951907535
03_16/17,2016/2017,3.0,28.0,2016-06-25,Metropolitan,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.7270001305711612,603798.371128981
03_16/17,2016/2017,3.0,28.0,2016-06-25,Northern,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.28226414272334505,1118303.0762723547
03_16/17,2016/2017,3.0,28.0,2016-06-25,Piccadilly,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.5103791380837244,906939.5309782006
03_16/17,2016/2017,3.0,28.0,2016-06-25,Victoria,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.3463970304917118,580942.671320445
04_16/17,2016/2017,4.0,28.0,2016-07-23,Bakerloo,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.40677410339076936,285890.19685932755
04_16/17,2016/2017,4.0,28.0,2016-07-23,Central,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.5066805571119356,1008032.4852623632
04_16/17,2016/2017,4.0,28.0,2016-07-23,Waterloo & City,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.24872311366575223,27316.76925880065
04_16/17,2016/2017,4.0,28.0,2016-07-23,Circle & Hammersmith & City,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.5830199562476285,301680.59945041523
04_16/17,2016/2017,4.0,28.0,2016-07-23,District,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.4917109318924187,764685.1911193647
04_16/17,2016/2017,4.0,28.0,2016-07-23,Jubilee,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.3084334493557009,836160.5188109602
04_16/17,2016/2017,4.0,28.0,2016-07-23,Metropolitan,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.7189085483672571,608375.2738605902
04_16/17,2016/2017,4.0,28.0,2016-07-23,Northern,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.2791225153452783,1126780.0193203918
04_16/17,2016/2017,4.0,28.0,2016-07-23,Piccadilly,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.5046985686074609,913814.2994691739
04_16/17,2016/2017,4.0,28.0,2016-07-23,Victoria,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831273,,0.3425415978314592,585346.3236428308
05_16/17,2016/2017,5.0,28.0,2016-08-20,Bakerloo,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.374523735030771,285190.3203819943
05_16/17,2016/2017,5.0,28.0,2016-08-20,Central,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.4665092815280242,1005564.7608262923
05_16/17,2016/2017,5.0,28.0,2016-08-20,Waterloo & City,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.2290035396601759,27249.89615699093
05_16/17,2016/2017,5.0,28.0,2016-08-20,Circle & Hammersmith & City,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.536796245855344,300942.067113376
05_16/17,2016/2017,5.0,28.0,2016-08-20,District,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.4527264966789149,762813.1955640472
05_16/17,2016/2017,5.0,28.0,2016-08-20,Jubilee,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.2839798465492545,834113.5473344303
05_16/17,2016/2017,5.0,28.0,2016-08-20,Metropolitan,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.6619111502813646,606885.9344280257
05_16/17,2016/2017,5.0,28.0,2016-08-20,Northern,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.2569927783182216,1124021.5937454167
05_16/17,2016/2017,5.0,28.0,2016-08-20,Piccadilly,2005242.5999999985,4.042511295939229,6442271.902867764,0.979806390514084,,0.4646844314913668,911577.2268452254
